machineID,volt_mean,volt_std,rotate_mean,rotate_std,pressure_mean,pressure_std,vibration_mean,vibration_std,n_obs,was_missing,model,age,volt_m3,volt_s3,volt_m7,volt_s7,volt_m14,volt_s14,volt_m30,volt_s30,volt_trend,volt_z,volt_rng7,rotate_m3,rotate_s3,rotate_m7,rotate_s7,rotate_m14,rotate_s14,rotate_m30,rotate_s30,rotate_trend,rotate_z,rotate_rng7,pressure_m3,pressure_s3,pressure_m7,pressure_s7,pressure_m14,pressure_s14,pressure_m30,pressure_s30,pressure_trend,pressure_z,pressure_rng7,vibration_m3,vibration_s3,vibration_m7,vibration_s7,vibration_m14,vibration_s14,vibration_m30,vibration_s30,vibration_trend,vibration_z,vibration_rng7,err_any,error1_7d,error2_7d,error3_7d,error4_7d,error5_7d,err_any_7d,error1_30d,error2_30d,error3_30d,error4_30d,error5_30d,err_any_30d,dsr_comp1,dsf_comp1,dsr_comp2,dsf_comp2,dsr_comp3,dsf_comp3,dsr_comp4,dsf_comp4,nfail_comp1,dsr_comp1_per_age,nfail_comp2,dsr_comp2_per_age,nfail_comp3,dsr_comp3_per_age,nfail_comp4,dsr_comp4_per_age,model_num,as_of,split
1,164.94774372555963,12.526438430162507,443.72100845415406,49.63134449933755,100.86263197526652,7.021746900178431,39.78189658476425,3.6606372993084424,24,0,model3,18,168.72701435979332,4.145377757157789,175.73476742021396,9.742565296383173,171.74186100469404,7.949979064288215,172.5813009468008,7.28165952654692,3.153466473413147,0.43306969089213654,61.554077146543,448.810407542915,9.085359708544683,450.342761131949,7.6704177765527035,452.8183926732528,9.311887695900332,452.65085519115354,9.32562594438712,-2.3080940592045636,-0.24750014910190593,193.84985670532186,98.11164551468373,2.395793730060502,99.3462332801587,3.162809057020383,99.46868437673841,2.429899229187222,99.78467255597157,2.3008085921598136,-0.43843927581286835,-0.19055869608110293,40.100658553774515,40.04464878900388,0.26904960351906876,39.44993343125181,1.0386853553237698,39.651031754207445,1.1313484632789819,40.72782353906673,2.8701044953061854,-1.277890107814926,-0.44524151112382704,18.142055702961482,0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,7.0,12.0,,245.0,,12.0,,27.0,27.0,0.0,0.631578947368421,0.0,12.894736842105264,0.0,0.631578947368421,1.0,1.4210526315789473,3.0,2015-02-02,train
1,167.37213513587736,13.692666375471298,445.2951593500916,40.63813734835963,100.8126329659384,9.042897521236833,41.7718984405389,4.45512314724747,24,0,model3,18,169.58428360767076,1.9365615840296142,169.27348087825507,1.7665437113148306,172.5041241492345,7.515871998389116,171.93432962695246,7.421021542656531,-2.66084874869739,-0.3585555404801231,62.642462163189286,446.6033669961956,14.63130947421952,441.853007167249,11.979770069950677,446.09788414959894,10.620614668248534,449.92543410069726,11.13460988799734,-8.072426933448241,-0.7249850950920962,178.577078585188,100.89188493408328,0.5840811037772278,100.572171305138,0.6870750428001487,99.95920229264836,2.2889842157178317,99.81513189983191,2.08593994364625,0.757039405306088,0.36292465882700115,39.31245296131946,40.424485781710246,1.4705691623234243,40.2162913361186,0.9505722579370516,39.833112383685204,1.0359052096438057,39.956363628048614,0.9801504791928708,0.2599277080699878,0.26519136438383123,19.778452978232515,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,19.0,,252.0,,4.0,,4.0,34.0,0.0,1.0,0.0,13.263157894736842,0.0,0.21052631578947367,1.0,0.21052631578947367,3.0,2015-02-09,train
1,166.43057643870534,16.59428614108411,444.40007122213996,53.76945465431192,101.04880972124654,10.650928862446731,41.299065847456525,4.847075057476878,24,0,model3,18,170.52877056171465,3.570025483595616,169.912442170528,2.572874078957791,169.59296152439154,2.146035640727187,171.4488706577042,6.951331301737077,-1.536428487176181,-0.2210264767219143,55.21011243021842,444.1531079172839,0.693036046323957,444.16669813231823,6.481218555521819,443.0098526497837,9.33093527320808,448.33241849119827,10.186270191906047,-4.165720358880037,-0.40895439365389125,174.13148867375685,100.88303336219087,2.0748469108416314,99.36996980071015,2.580147915448469,99.97107055292409,1.9182107424240207,99.6259996574417,2.1315155079351844,-0.2560298567315442,-0.12011629080910201,40.403469433471955,40.272501740943625,0.9026566303277747,40.053186094464,1.58105954138423,40.1347387152913,1.2561581528694026,39.91399680535919,1.1771264952347522,0.13918928910481299,0.11824487123805968,18.142667024624874,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,26.0,,259.0,,11.0,,11.0,41.0,0.0,1.368421052631579,0.0,13.631578947368421,0.0,0.5789473684210527,1.0,0.5789473684210527,3.0,2015-02-16,train
1,172.88336598931596,13.941721930597804,446.49480933146424,47.30823120374473,102.39389596892288,7.701161257624005,39.50766968689893,5.383341245887702,24,0,model3,18,171.83387426662924,3.264312480614506,171.82023811387603,2.0564346776172515,170.866340142202,2.446827245826927,171.31598190099925,5.538022067930589,0.5042562128767827,0.09105346920579183,56.72367340470642,442.91811979161884,4.090300710909827,444.9083153385254,8.758071035514373,444.5375067354219,7.4119705655898205,445.11860031153276,8.863423239743344,-0.21028497300733306,-0.023725026278717563,202.94367029100016,102.60750823084884,0.20295855095504955,101.50326473348613,1.8438371709854537,100.43661726709813,2.422168578868205,100.11865999984462,2.3273295739015927,1.3846047336415097,0.5949325588587637,36.266079207081056,38.95356528968231,1.1984088408113742,39.71869539127436,1.2054285840670327,39.88594074286918,1.361798532906702,39.94125658193185,1.1957654338907286,-0.22256119065749402,-0.1861243001556206,20.34621725472371,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,33.0,,266.0,,3.0,,18.0,48.0,0.0,1.736842105263158,0.0,14.0,0.0,0.15789473684210525,1.0,0.9473684210526315,3.0,2015-02-23,train
1,172.79167078685103,16.791125868709727,446.32194593184164,50.97539072367659,99.91612861917791,10.817570965876259,40.50048925483333,5.877892229008622,24,0,model3,18,170.84523360068746,2.0239035563226744,170.42036569904613,1.4682184357045196,171.12030190646107,1.8639553368659916,170.26980308040223,2.336068254641034,0.15056261864390308,0.0644512650234074,55.391927247924,452.5395738503982,18.525067813802075,454.7079381244443,11.82321588239603,449.80812673148483,11.214919924955671,446.21943962769353,10.348387133723202,8.488498496750765,0.8202725281523361,190.36937011285616,100.5941988749649,0.7223120930966758,99.64411481502385,1.4022777667564577,100.57368977425497,1.8458736759240053,100.18260597154425,1.90786083970012,-0.5384911565203936,-0.2822485073683503,40.829851453042814,40.798347338531016,0.5606845632111397,40.28755584807544,0.7104165504604307,40.0031256196749,0.9953393795514298,40.06771930972587,1.0773316958319235,0.2198365383495755,0.20405631352329495,19.551339313304783,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,273.0,,10.0,,25.0,55.0,0.0,2.1052631578947367,0.0,14.368421052631579,0.0,0.5263157894736842,1.0,1.3157894736842106,3.0,2015-03-02,train
1,166.0182681049503,13.061347169597447,446.3205863396833,49.96583466409052,99.3176460161741,10.38384060668282,40.91129491979947,5.62026884667131,24,0,model3,18,167.97521308280741,4.248878978888818,173.1894731292562,9.468842415567453,171.80491941415121,6.666366201109942,171.19143644714916,4.831432804634505,1.998036682107056,0.413549427126676,61.074880550942574,447.94999728812877,7.921360416441056,447.5185341933324,7.077061151679024,451.11323615888836,10.077185661660438,448.2083470301097,9.350566855713753,-0.6898128367772642,-0.07377229355709639,194.97094748314444,100.9416979832928,1.4394223571807443,99.99700549680112,2.2434906109787094,99.82056015591249,1.8066897004154274,100.19748874522978,2.064462206996869,-0.20048324842865384,-0.09711156282619952,37.892869266558286,40.44602176470295,0.9138422303918596,40.26403971568401,0.7333032879905107,40.27579778187972,0.6937350333112925,40.156065528157136,1.0897303746434504,0.10797418752687094,0.09908330625260657,20.63124735523841,0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,280.0,,17.0,,32.0,62.0,1.0,0.10526315789473684,0.0,14.736842105263158,0.0,0.8947368421052632,1.0,1.6842105263157894,3.0,2015-03-09,train
1,173.84956415102604,13.748240118477133,444.95771251267485,47.54208955659497,98.39614809499881,10.072091892474246,40.53805684594672,3.5373081174102374,24,0,model3,18,170.90717402963733,3.399159149408162,171.81224329318644,2.9269578593915617,172.50085821122136,6.770950513229229,171.64396959751178,4.852159878808962,0.16827369567465666,0.034680155888805166,60.67476738256071,447.56125488796124,4.826202939901706,453.72687750443436,14.252695877142068,450.62270584888336,11.280504452731336,449.7934048380938,10.778792926881913,3.933472666340549,0.3649269754133265,187.93374992800568,99.61762727095766,1.2768810050283348,99.94454249683758,2.0988157579316415,99.97077399681936,2.087311475154102,100.38471072311022,1.9515698721051031,-0.4401682262726325,-0.22554560152757136,37.30001305687309,40.64891836761492,1.0752050939664228,40.17281460731946,0.8793846117843783,40.21842716150173,0.7793208639633683,40.143875765713815,0.8811499678478895,0.028938841605643972,0.03284209251488855,21.14838894197874,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,9.0,9.0,287.0,,24.0,,39.0,69.0,1.0,0.47368421052631576,0.0,15.105263157894736,0.0,1.263157894736842,1.0,2.0526315789473686,3.0,2015-03-16,train
1,171.75611872010685,18.220856827257155,443.9544489264197,41.67175640450358,97.26699721672492,10.333929673007118,39.21098447329033,4.436759870430902,24,0,model3,18,169.05341876746502,2.636508228898871,170.2292021321643,2.5979056590642107,171.02072271267534,2.7827524331623885,171.56289044130048,4.8897351480347755,-1.3336883091361926,-0.2727526125662655,63.0203552910017,449.998114439267,11.385360413345584,452.04369127268313,13.566574926168329,452.8852843885587,13.396508372820076,451.54250688919507,11.396370300798223,0.5011843834880665,0.04397754076799539,201.78888750481428,98.87604709886459,1.4695167352531726,99.49880661197882,2.2355528052202525,99.72167455440821,2.095998481735729,99.9538670865583,1.9798017803863248,-0.45506047457948284,-0.22985141706422169,39.57283483860635,39.5399589917916,0.37470480380704735,39.71131366464403,0.5132643260217898,39.94206413598175,0.7320144125932257,40.004537009943846,0.8395485883057913,-0.29322334529981475,-0.34926268726012794,21.3874101346893,0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,16.0,294.0,,31.0,,46.0,76.0,1.0,0.05263157894736842,0.0,15.473684210526315,0.0,1.631578947368421,1.0,2.4210526315789473,3.0,2015-03-23,train
1,171.25123186188512,13.296060346271439,443.0286507251199,37.60150617456992,103.14212694050978,9.706525552392138,39.60504957367128,5.44597499088047,24,0,model3,18,170.47019387003482,0.7237096328533418,170.7532318269623,2.4822158881195446,170.49121697956326,2.4561411588002566,171.5224294115688,4.929158393637822,-0.769197584606502,-0.15605045874542478,60.27044288879286,453.32311796849984,9.270352014721546,450.89181447242987,10.655332651219624,451.4677528725565,11.734801251580606,451.6320663698523,11.685466079463101,-0.7402518974224108,-0.06334807948955536,175.4996801319896,101.19094029605155,1.9915824895883105,100.94319504997655,1.3591524933591987,100.22100083097767,1.9289665214260512,100.13182684639524,1.9210757508240937,0.8113682035813099,0.42235074847126924,37.063803467388546,39.64554551414121,0.0473053518695466,39.937393120192006,0.6514844655477368,39.824353392418026,0.5755348939546907,40.0516290176373,0.686670125504408,-0.1142358974452975,-0.16636187718157397,19.63086974443187,0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,8.0,23.0,301.0,,38.0,,53.0,83.0,1.0,0.42105263157894735,0.0,15.842105263157896,0.0,2.0,1.0,2.789473684210526,3.0,2015-03-30,train
1,171.66648523066206,15.162623074274991,432.0759599324378,45.27597155900979,100.0348960237365,11.931141331131053,40.78545084277152,5.777099293525717,24,0,model3,18,171.80447325203863,2.1789648456887494,171.74694986952179,1.839050300663758,171.25009084824202,2.1611459702240645,170.7622365225062,2.758702982476256,0.9847133470155711,0.3569478107367203,62.23108088714771,455.3457058087456,21.00900881376263,449.8495061119643,13.85693863041851,450.3706602921971,11.887639334153938,451.09579517301796,12.24420768510237,-1.2462890610536874,-0.1017860029264331,180.9122711803047,99.63539349540834,1.8896612545571827,99.70751449774926,1.2768009453681088,100.32535477386291,1.4198935339508474,100.06786709089168,1.7661406739999588,-0.36035259314242296,-0.20403379776793115,37.130363124158144,40.18617974220171,0.9143456235570714,40.194310222834524,0.614028600397414,40.065851671513265,0.6226371444504379,40.06852379188633,0.6916099799202096,0.12578643094819597,0.18187454305989736,20.440570149831302,0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,15.0,30.0,308.0,,0.0,,60.0,90.0,1.0,0.7894736842105263,0.0,16.210526315789473,0.0,0.0,1.0,3.1578947368421053,3.0,2015-04-06,train
